Record Date,Security Type Description,Security Class Description,Securities Outstanding Amount,Transactions Month,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2011-03-31,Savings Bond,I,4134541909.45,201103,3,2011,2,2011,1,03,31
2011-03-31,Marketable,Bill,2236516000.00,201103,4,2011,2,2011,1,03,31
2011-03-31,Marketable,Bond,197712100.00,201103,5,2011,2,2011,1,03,31
2011-03-31,Marketable,Note,1365193200.00,201103,6,2011,2,2011,1,03,31
2011-03-31,Marketable,TIPS,677246400.00,201103,7,2011,2,2011,1,03,31
2011-02-28,Savings Bond,EE,877797899.81,201102,1,2011,2,2011,1,02,28
2011-02-28,Savings Bond,I,4126773565.98,201102,2,2011,2,2011,1,02,28
2011-02-28,Marketable,Bill,2239192600.00,201102,3,2011,2,2011,1,02,28
2011-02-28,Marketable,Bond,190412300.00,201102,4,2011,2,2011,1,02,28
2011-02-28,Marketable,Note,1329163600.00,201102,5,2011,2,2011,1,02,28
2011-02-28,Marketable,TIPS,677710200.00,201102,6,2011,2,2011,1,02,28
2011-01-31,Savings Bond,E,33414.13,201101,1,2011,2,2011,1,01,31
2011-01-31,Savings Bond,EE,865781566.42,201101,2,2011,2,2011,1,01,31
2011-01-31,Savings Bond,I,4115100468.42,201101,3,2011,2,2011,1,01,31
2011-01-31,Marketable,Bill,2232020500.00,201101,4,2011,2,2011,1,01,31
2011-01-31,Marketable,Bond,169909800.00,201101,5,2011,2,2011,1,01,31
2011-01-31,Marketable,Note,1311440400.00,201101,6,2011,2,2011,1,01,31
2011-01-31,Marketable,TIPS,675324000.00,201101,7,2011,2,2011,1,01,31
2010-12-31,Savings Bond,E,0.00,201012,1,2011,1,2010,4,12,31
2010-12-31,Savings Bond,EE,854897599.64,201012,2,2011,1,2010,4,12,31
2010-12-31,Savings Bond,I,4098080901.24,201012,3,2011,1,2010,4,12,31
2010-12-31,Marketable,Bill,2220416600.00,201012,4,2011,1,2010,4,12,31
2010-12-31,Marketable,Bond,164568200.00,201012,5,2011,1,2010,4,12,31
2010-12-31,Marketable,Note,1306369900.00,201012,6,2011,1,2010,4,12,31
2010-12-31,Marketable,TIPS,671439500.00,201012,7,2011,1,2010,4,12,31
2010-11-30,Savings Bond,E,777.86,201011,1,2011,1,2010,4,11,30
2010-11-30,Savings Bond,EE,845611048.13,201011,2,2011,1,2010,4,11,30
2010-11-30,Savings Bond,I,4085095431.24,201011,3,2011,1,2010,4,11,30
2010-11-30,Marketable,Bill,2231442800.00,201011,4,2011,1,2010,4,11,30
2010-11-30,Marketable,Bond,158304900.00,201011,5,2011,1,2010,4,11,30
2010-11-30,Marketable,Note,1288282500.00,201011,6,2011,1,2010,4,11,30
2010-11-30,Marketable,TIPS,672246100.00,201011,7,2011,1,2010,4,11,30
2010-10-31,Savings Bond,E,234.82,201010,1,2011,1,2010,4,10,31
2010-10-31,Savings Bond,EE,833086040.69,201010,2,2011,1,2010,4,10,31
2010-10-31,Savings Bond,I,4070226679.71,201010,3,2011,1,2010,4,10,31
2010-10-31,Marketable,Bill,2227796500.00,201010,4,2011,1,2010,4,10,31
2010-10-31,Marketable,Bond,156153000.00,201010,5,2011,1,2010,4,10,31
2010-10-31,Marketable,Note,1286335900.00,201010,6,2011,1,2010,4,10,31
2010-10-31,Marketable,TIPS,670300000.00,201010,7,2011,1,2010,4,10,31
2010-09-30,Savings Bond,E,4256.44,201009,1,2010,4,2010,3,09,30
2010-09-30,Savings Bond,EE,817264248.88,201009,2,2010,4,2010,3,09,30
2010-09-30,Savings Bond,I,4052363257.94,201009,3,2010,4,2010,3,09,30
2010-09-30,Marketable,Bill,2260979500.00,201009,4,2010,4,2010,3,09,30
2010-09-30,Marketable,Bond,155010500.00,201009,5,2010,4,2010,3,09,30
2010-09-30,Marketable,Note,1292129200.00,201009,6,2010,4,2010,3,09,30
2010-09-30,Marketable,TIPS,665340400.00,201009,7,2010,4,2010,3,09,30
2010-08-31,Savings Bond,E,9560.88,201008,1,2010,4,2010,3,08,31
2010-08-31,Savings Bond,EE,804240139.35,201008,2,2010,4,2010,3,08,31
2010-08-31,Savings Bond,I,4035851201.16,201008,3,2010,4,2010,3,08,31
2010-08-31,Marketable,Bill,2275793900.00,201008,4,2010,4,2010,3,08,31
2010-08-31,Marketable,Bond,152935700.00,201008,5,2010,4,2010,3,08,31
2010-08-31,Marketable,Note,1304032800.00,201008,6,2010,4,2010,3,08,31
2010-08-31,Marketable,TIPS,664170300.00,201008,7,2010,4,2010,3,08,31
2010-07-31,Savings Bond,E,0.00,201007,1,2010,4,2010,3,07,31
2010-07-31,Savings Bond,EE,795348439.02,201007,2,2010,4,2010,3,07,31
2010-07-31,Savings Bond,I,4021015580.49,201007,3,2010,4,2010,3,07,31
2010-07-31,Marketable,Bill,2206689900.00,201007,4,2010,4,2010,3,07,31
2010-07-31,Marketable,Bond,141410800.00,201007,5,2010,4,2010,3,07,31
2010-07-31,Marketable,Note,1254925800.00,201007,6,2010,4,2010,3,07,31
2010-07-31,Marketable,TIPS,667130300.00,201007,7,2010,4,2010,3,07,31
2010-06-30,Savings Bond,E,89747.75,201006,1,2010,3,2010,2,06,30
2010-06-30,Savings Bond,EE,786438553.63,201006,2,2010,3,2010,2,06,30
2010-06-30,Savings Bond,I,4004744560.68,201006,3,2010,3,2010,2,06,30
2010-06-30,Marketable,Bill,2193928700.00,201006,4,2010,3,2010,2,06,30
2010-06-30,Marketable,Bond,140306400.00,201006,5,2010,3,2010,2,06,30
2010-06-30,Marketable,Note,1263224900.00,201006,6,2010,3,2010,2,06,30
2010-06-30,Marketable,TIPS,648179700.00,201006,7,2010,3,2010,2,06,30
2010-05-31,Savings Bond,E,68753.08,201005,1,2010,3,2010,2,05,31
2010-05-31,Savings Bond,EE,778662628.38,201005,2,2010,3,2010,2,05,31
2010-05-31,Savings Bond,I,3988008222.44,201005,3,2010,3,2010,2,05,31
2010-05-31,Marketable,Bill,2183295400.00,201005,4,2010,3,2010,2,05,31
2010-05-31,Marketable,Bond,138766200.00,201005,5,2010,3,2010,2,05,31
2010-05-31,Marketable,Note,1241353300.00,201005,6,2010,3,2010,2,05,31
2010-05-31,Marketable,TIPS,651898800.00,201005,7,2010,3,2010,2,05,31
2010-04-30,Savings Bond,E,176783.43,201004,1,2010,3,2010,2,04,30
2010-04-30,Savings Bond,EE,773027422.38,201004,2,2010,3,2010,2,04,30
2010-04-30,Savings Bond,I,3970294138.56,201004,3,2010,3,2010,2,04,30
2010-04-30,Marketable,Bill,2283969600.00,201004,4,2010,3,2010,2,04,30
2010-04-30,Marketable,Bond,135719600.00,201004,5,2010,3,2010,2,04,30
2010-04-30,Marketable,Note,1225702000.00,201004,6,2010,3,2010,2,04,30
2010-04-30,Marketable,TIPS,655002500.00,201004,7,2010,3,2010,2,04,30
2010-03-31,Savings Bond,E,286264.44,201003,1,2010,2,2010,1,03,31
2010-03-31,Savings Bond,EE,764831132.06,201003,2,2010,2,2010,1,03,31
2010-03-31,Savings Bond,I,3951840514.56,201003,3,2010,2,2010,1,03,31
2010-03-31,Marketable,Bill,2306843500.00,201003,4,2010,2,2010,1,03,31
2010-03-31,Marketable,Bond,131987500.00,201003,5,2010,2,2010,1,03,31
2010-03-31,Marketable,Note,1170646200.00,201003,6,2010,2,2010,1,03,31
2010-03-31,Marketable,TIPS,605788200.00,201003,7,2010,2,2010,1,03,31
2010-02-28,Savings Bond,E,456122.99,201002,1,2010,2,2010,1,02,28
2010-02-28,Savings Bond,EE,752876164.25,201002,2,2010,2,2010,1,02,28
2010-02-28,Savings Bond,I,3932198999.00,201002,3,2010,2,2010,1,02,28
2010-02-28,Marketable,Bill,2274503700.00,201002,4,2010,2,2010,1,02,28
2010-02-28,Marketable,Bond,125100300.00,201002,5,2010,2,2010,1,02,28
2010-02-28,Marketable,Note,1125155500.00,201002,6,2010,2,2010,1,02,28
2010-02-28,Marketable,TIPS,606312000.00,201002,7,2010,2,2010,1,02,28
2010-01-31,Savings Bond,E,675428.22,201001,1,2010,2,2010,1,01,31
2010-01-31,Savings Bond,EE,744216929.84,201001,2,2010,2,2010,1,01,31
2010-01-31,Savings Bond,I,3915983838.36,201001,3,2010,2,2010,1,01,31
2010-01-31,Marketable,Bill,2166926400.00,201001,4,2010,2,2010,1,01,31
2010-01-31,Marketable,Bond,111721100.00,201001,5,2010,2,2010,1,01,31
2010-01-31,Marketable,Note,1138187600.00,201001,6,2010,2,2010,1,01,31
2010-01-31,Marketable,TIPS,607102600.00,201001,7,2010,2,2010,1,01,31
2009-12-31,Savings Bond,E,900758.80,200912,1,2010,1,2009,4,12,31
2009-12-31,Savings Bond,EE,734575288.05,200912,2,2010,1,2009,4,12,31
2009-12-31,Savings Bond,I,3892229736.61,200912,3,2010,1,2009,4,12,31
2009-12-31,Marketable,Bill,2205469500.00,200912,4,2010,1,2009,4,12,31
2009-12-31,Marketable,Bond,107293500.00,200912,5,2010,1,2009,4,12,31
2009-12-31,Marketable,Note,1142993100.00,200912,6,2010,1,2009,4,12,31
2009-12-31,Marketable,TIPS,581072700.00,200912,7,2010,1,2009,4,12,31
2009-11-30,Savings Bond,E,1389517.88,200911,1,2010,1,2009,4,11,30
2009-11-30,Savings Bond,EE,726997470.33,200911,2,2010,1,2009,4,11,30
2009-11-30,Savings Bond,I,3878680399.64,200911,3,2010,1,2009,4,11,30
2009-11-30,Marketable,Bill,2222821600.00,200911,4,2010,1,2009,4,11,30
2009-11-30,Marketable,Bond,104273400.00,200911,5,2010,1,2009,4,11,30
2009-11-30,Marketable,Note,1118787900.00,200911,6,2010,1,2009,4,11,30
2009-11-30,Marketable,TIPS,582742200.00,200911,7,2010,1,2009,4,11,30
2009-10-31,Savings Bond,E,1780609.62,200910,1,2010,1,2009,4,10,31
2009-10-31,Savings Bond,EE,717942277.42,200910,2,2010,1,2009,4,10,31
2009-10-31,Savings Bond,I,3872037803.93,200910,3,2010,1,2009,4,10,31
2009-10-31,Marketable,Bill,2304365500.00,200910,4,2010,1,2009,4,10,31
2009-10-31,Marketable,Bond,99655800.00,200910,5,2010,1,2009,4,10,31
2009-10-31,Marketable,Note,1102370800.00,200910,6,2010,1,2009,4,10,31
2009-10-31,Marketable,TIPS,584302200.00,200910,7,2010,1,2009,4,10,31
2009-09-30,Savings Bond,E,2171061.09,200909,1,2009,4,2009,3,09,30
2009-09-30,Savings Bond,EE,709683550.73,200909,2,2009,4,2009,3,09,30
2009-09-30,Savings Bond,I,3875627329.38,200909,3,2009,4,2009,3,09,30
2009-09-30,Marketable,Bill,2430829600.00,200909,4,2009,4,2009,3,09,30
2009-09-30,Marketable,Bond,98006300.00,200909,5,2009,4,2009,3,09,30
2009-09-30,Marketable,Note,1074048500.00,200909,6,2009,4,2009,3,09,30
2009-09-30,Marketable,TIPS,509027600.00,200909,7,2009,4,2009,3,09,30
2009-08-31,Savings Bond,E,2586450.45,200908,1,2009,4,2009,3,08,31
2009-08-31,Savings Bond,EE,701819935.60,200908,2,2009,4,2009,3,08,31
2009-08-31,Savings Bond,I,3875260632.90,200908,3,2009,4,2009,3,08,31
2009-08-31,Marketable,Bill,2549036700.00,200908,4,2009,4,2009,3,08,31
2009-08-31,Marketable,Bond,90744800.00,200908,5,2009,4,2009,3,08,31
2009-08-31,Marketable,Note,1037380500.00,200908,6,2009,4,2009,3,08,31
2009-08-31,Marketable,TIPS,508706200.00,200908,7,2009,4,2009,3,08,31
2009-07-31,Savings Bond,E,2936667.98,200907,1,2009,4,2009,3,07,31
2009-07-31,Savings Bond,EE,695075131.77,200907,2,2009,4,2009,3,07,31
2009-07-31,Savings Bond,I,3871672191.62,200907,3,2009,4,2009,3,07,31
2009-07-31,Marketable,Bill,2600286700.00,200907,4,2009,4,2009,3,07,31
2009-07-31,Marketable,Bond,84576000.00,200907,5,2009,4,2009,3,07,31
2009-07-31,Marketable,Note,1024539900.00,200907,6,2009,4,2009,3,07,31
2009-07-31,Marketable,TIPS,509205100.00,200907,7,2009,4,2009,3,07,31
2009-06-30,Savings Bond,E,3386937.16,200906,1,2009,3,2009,2,06,30
2009-06-30,Savings Bond,EE,687701029.26,200906,2,2009,3,2009,2,06,30
2009-06-30,Savings Bond,I,3860798437.19,200906,3,2009,3,2009,2,06,30
2009-06-30,Marketable,Bill,2775781600.00,200906,4,2009,3,2009,2,06,30
2009-06-30,Marketable,Bond,89692900.00,200906,5,2009,3,2009,2,06,30
2009-06-30,Marketable,Note,1004348800.00,200906,6,2009,3,2009,2,06,30
2009-06-30,Marketable,TIPS,454052200.00,200906,7,2009,3,2009,2,06,30
2009-05-31,Savings Bond,E,3693883.58,200905,1,2009,3,2009,2,05,31
2009-05-31,Savings Bond,EE,680101901.02,200905,2,2009,3,2009,2,05,31
2009-05-31,Savings Bond,I,3844647410.01,200905,3,2009,3,2009,2,05,31
2009-05-31,Marketable,Bill,2855205500.00,200905,4,2009,3,2009,2,05,31
2009-05-31,Marketable,Bond,84691700.00,200905,5,2009,3,2009,2,05,31
2009-05-31,Marketable,Note,1002919500.00,200905,6,2009,3,2009,2,05,31
2009-05-31,Marketable,TIPS,453739000.00,200905,7,2009,3,2009,2,05,31
2009-04-30,Savings Bond,E,4030393.53,200904,1,2009,3,2009,2,04,30
2009-04-30,Savings Bond,EE,672504387.73,200904,2,2009,3,2009,2,04,30
2009-04-30,Savings Bond,I,3825114053.57,200904,3,2009,3,2009,2,04,30
2009-04-30,Marketable,Bill,2915775100.00,200904,4,2009,3,2009,2,04,30
2009-04-30,Marketable,Bond,78916600.00,200904,5,2009,3,2009,2,04,30
2009-04-30,Marketable,Note,1016802300.00,200904,6,2009,3,2009,2,04,30
2009-04-30,Marketable,TIPS,453107900.00,200904,7,2009,3,2009,2,04,30
2009-03-31,Savings Bond,E,4382206.85,200903,1,2009,2,2009,1,03,31
2009-03-31,Savings Bond,EE,664468394.72,200903,2,2009,2,2009,1,03,31
2009-03-31,Savings Bond,I,3777909021.41,200903,3,2009,2,2009,1,03,31
2009-03-31,Marketable,Bill,3113932200.00,200903,4,2009,2,2009,1,03,31
2009-03-31,Marketable,Bond,79501600.00,200903,5,2009,2,2009,1,03,31
2009-03-31,Marketable,Note,1022006500.00,200903,6,2009,2,2009,1,03,31
2009-03-31,Marketable,TIPS,320879800.00,200903,7,2009,2,2009,1,03,31
2009-02-28,Savings Bond,E,4636577.68,200902,1,2009,2,2009,1,02,28
2009-02-28,Savings Bond,EE,655731210.95,200902,2,2009,2,2009,1,02,28
2009-02-28,Savings Bond,I,3730294908.09,200902,3,2009,2,2009,1,02,28
2009-02-28,Marketable,Bill,3106816700.00,200902,4,2009,2,2009,1,02,28
2009-02-28,Marketable,Bond,92286700.00,200902,5,2009,2,2009,1,02,28
2009-02-28,Marketable,Note,1033379600.00,200902,6,2009,2,2009,1,02,28
2009-02-28,Marketable,TIPS,325796000.00,200902,7,2009,2,2009,1,02,28
2009-01-31,Savings Bond,E,4959334.98,200901,1,2009,2,2009,1,01,31
2009-01-31,Savings Bond,EE,646862935.30,200901,2,2009,2,2009,1,01,31
2009-01-31,Savings Bond,I,3686327129.14,200901,3,2009,2,2009,1,01,31
2009-01-31,Marketable,Bill,3028360100.00,200901,4,2009,2,2009,1,01,31
2009-01-31,Marketable,Bond,89711000.00,200901,5,2009,2,2009,1,01,31
2009-01-31,Marketable,Note,1051091600.00,200901,6,2009,2,2009,1,01,31
2009-01-31,Marketable,TIPS,324870100.00,200901,7,2009,2,2009,1,01,31
2008-12-31,Savings Bond,E,5440448.93,200812,1,2009,1,2008,4,12,31
2008-12-31,Savings Bond,EE,639012825.12,200812,2,2009,1,2008,4,12,31
2008-12-31,Savings Bond,I,3626160264.31,200812,3,2009,1,2008,4,12,31
2008-12-31,Marketable,Bill,3331470200.00,200812,4,2009,1,2008,4,12,31
2008-12-31,Marketable,Bond,90653000.00,200812,5,2009,1,2008,4,12,31
2008-12-31,Marketable,Note,1049525800.00,200812,6,2009,1,2008,4,12,31
2008-12-31,Marketable,TIPS,277416900.00,200812,7,2009,1,2008,4,12,31
2008-11-30,Savings Bond,E,5697027.51,200811,1,2009,1,2008,4,11,30
2008-11-30,Savings Bond,EE,631089475.66,200811,2,2009,1,2008,4,11,30
2008-11-30,Savings Bond,I,3586799538.34,200811,3,2009,1,2008,4,11,30
2008-11-30,Marketable,Bill,3722272200.00,200811,4,2009,1,2008,4,11,30
2008-11-30,Marketable,Bond,91428300.00,200811,5,2009,1,2008,4,11,30
2008-11-30,Marketable,Note,1047637300.00,200811,6,2009,1,2008,4,11,30
2008-11-30,Marketable,TIPS,277885700.00,200811,7,2009,1,2008,4,11,30
2008-10-31,Savings Bond,E,5975138.58,200810,1,2009,1,2008,4,10,31
2008-10-31,Savings Bond,EE,624043106.99,200810,2,2009,1,2008,4,10,31
2008-10-31,Savings Bond,I,3554047425.97,200810,3,2009,1,2008,4,10,31
2008-10-31,Marketable,Bill,3928390400.00,200810,4,2009,1,2008,4,10,31
2008-10-31,Marketable,Bond,83908000.00,200810,5,2009,1,2008,4,10,31
2008-10-31,Marketable,Note,998314100.00,200810,6,2009,1,2008,4,10,31
2008-10-31,Marketable,TIPS,265977300.00,200810,7,2009,1,2008,4,10,31
2008-09-30,Savings Bond,E,6244418.67,200809,1,2008,4,2008,3,09,30
2008-09-30,Savings Bond,EE,615541412.34,200809,2,2008,4,2008,3,09,30
2008-09-30,Savings Bond,I,3529178743.85,200809,3,2008,4,2008,3,09,30
2008-09-30,Marketable,Bill,3779329300.00,200809,4,2008,4,2008,3,09,30
2008-09-30,Marketable,Bond,83154500.00,200809,5,2008,4,2008,3,09,30
2008-09-30,Marketable,Note,961570000.00,200809,6,2008,4,2008,3,09,30
2008-09-30,Marketable,TIPS,224654400.00,200809,7,2008,4,2008,3,09,30
2008-08-31,Savings Bond,E,6349678.32,200808,1,2008,4,2008,3,08,31
2008-08-31,Savings Bond,EE,607579283.47,200808,2,2008,4,2008,3,08,31
2008-08-31,Savings Bond,I,3507415612.35,200808,3,2008,4,2008,3,08,31
2008-08-31,Marketable,Bill,3366298300.00,200808,4,2008,4,2008,3,08,31
2008-08-31,Marketable,Bond,65776900.00,200808,5,2008,4,2008,3,08,31
2008-08-31,Marketable,Note,947527300.00,200808,6,2008,4,2008,3,08,31
2008-08-31,Marketable,TIPS,214154700.00,200808,7,2008,4,2008,3,08,31
2008-07-31,Savings Bond,E,6653855.53,200807,1,2008,4,2008,3,07,31
2008-07-31,Savings Bond,EE,599234480.09,200807,2,2008,4,2008,3,07,31
2008-07-31,Savings Bond,I,3487252003.07,200807,3,2008,4,2008,3,07,31
2008-07-31,Marketable,Bill,3245807500.00,200807,4,2008,4,2008,3,07,31
2008-07-31,Marketable,Bond,49406000.00,200807,5,2008,4,2008,3,07,31
2008-07-31,Marketable,Note,932927800.00,200807,6,2008,4,2008,3,07,31
2008-07-31,Marketable,TIPS,212398400.00,200807,7,2008,4,2008,3,07,31
2008-06-30,Savings Bond,E,6978707.19,200806,1,2008,3,2008,2,06,30
2008-06-30,Savings Bond,EE,589838023.65,200806,2,2008,3,2008,2,06,30
2008-06-30,Savings Bond,I,3466848583.25,200806,3,2008,3,2008,2,06,30
2008-06-30,Marketable,Bill,2907890100.00,200806,4,2008,3,2008,2,06,30
2008-06-30,Marketable,Bond,48881000.00,200806,5,2008,3,2008,2,06,30
2008-06-30,Marketable,Note,938220100.00,200806,6,2008,3,2008,2,06,30
2008-06-30,Marketable,TIPS,199989300.00,200806,7,2008,3,2008,2,06,30
2008-05-31,Savings Bond,E,7171123.15,200805,1,2008,3,2008,2,05,31
2008-05-31,Savings Bond,EE,579942852.98,200805,2,2008,3,2008,2,05,31
2008-05-31,Savings Bond,I,3447180907.06,200805,3,2008,3,2008,2,05,31
2008-05-31,Marketable,Bill,2960139300.00,200805,4,2008,3,2008,2,05,31
2008-05-31,Marketable,Bond,48814000.00,200805,5,2008,3,2008,2,05,31
2008-05-31,Marketable,Note,932100300.00,200805,6,2008,3,2008,2,05,31
2008-05-31,Marketable,TIPS,198845300.00,200805,7,2008,3,2008,2,05,31
2008-04-30,Savings Bond,E,7328144.91,200804,1,2008,3,2008,2,04,30
2008-04-30,Savings Bond,EE,568403495.24,200804,2,2008,3,2008,2,04,30
2008-04-30,Savings Bond,I,3417575710.93,200804,3,2008,3,2008,2,04,30
2008-04-30,Marketable,Bill,3168919800.00,200804,4,2008,3,2008,2,04,30
2008-04-30,Marketable,Bond,29114000.00,200804,5,2008,3,2008,2,04,30
2008-04-30,Marketable,Note,909763800.00,200804,6,2008,3,2008,2,04,30
2008-04-30,Marketable,TIPS,194798400.00,200804,7,2008,3,2008,2,04,30
2008-03-31,Savings Bond,E,7652785.06,200803,1,2008,2,2008,1,03,31
2008-03-31,Savings Bond,EE,556724298.97,200803,2,2008,2,2008,1,03,31
2008-03-31,Savings Bond,I,3363213855.15,200803,3,2008,2,2008,1,03,31
2008-03-31,Marketable,Bill,3279820000.00,200803,4,2008,2,2008,1,03,31
2008-03-31,Marketable,Bond,24513000.00,200803,5,2008,2,2008,1,03,31
2008-03-31,Marketable,Note,840322000.00,200803,6,2008,2,2008,1,03,31
2008-03-31,Marketable,TIPS,153043000.00,200803,7,2008,2,2008,1,03,31
2008-02-29,Savings Bond,E,7866763.35,200802,1,2008,2,2008,1,02,29
2008-02-29,Savings Bond,EE,546982481.82,200802,2,2008,2,2008,1,02,29
2008-02-29,Savings Bond,I,3330167827.09,200802,3,2008,2,2008,1,02,29
2008-02-29,Marketable,Bill,3264788000.00,200802,4,2008,2,2008,1,02,29
2008-02-29,Marketable,Bond,23648000.00,200802,5,2008,2,2008,1,02,29
2008-02-29,Marketable,Note,850882000.00,200802,6,2008,2,2008,1,02,29
2008-02-29,Marketable,TIPS,152892000.00,200802,7,2008,2,2008,1,02,29
2008-01-31,Savings Bond,E,8211378.00,200801,1,2008,2,2008,1,01,31
2008-01-31,Savings Bond,EE,534520068.31,200801,2,2008,2,2008,1,01,31
2008-01-31,Savings Bond,I,3303692808.42,200801,3,2008,2,2008,1,01,31
2008-01-31,Marketable,Bill,3466641000.00,200801,4,2008,2,2008,1,01,31
2008-01-31,Marketable,Bond,21757000.00,200801,5,2008,2,2008,1,01,31
2008-01-31,Marketable,Note,872439000.00,200801,6,2008,2,2008,1,01,31
2008-01-31,Marketable,TIPS,152286000.00,200801,7,2008,2,2008,1,01,31
2007-12-31,Savings Bond,E,8684171.56,200712,1,2008,1,2007,4,12,31
2007-12-31,Savings Bond,EE,525915790.26,200712,2,2008,1,2007,4,12,31
2007-12-31,Savings Bond,I,3280443514.26,200712,3,2008,1,2007,4,12,31
2007-12-31,Marketable,Bill,3779589000.00,200712,4,2008,1,2007,4,12,31
2007-12-31,Marketable,Bond,22179000.00,200712,5,2008,1,2007,4,12,31
2007-12-31,Marketable,Note,872139000.00,200712,6,2008,1,2007,4,12,31
2007-12-31,Marketable,TIPS,143472000.00,200712,7,2008,1,2007,4,12,31
2007-11-30,Savings Bond,E,8627215.15,200711,1,2008,1,2007,4,11,30
2007-11-30,Savings Bond,EE,517450861.69,200711,2,2008,1,2007,4,11,30
2007-11-30,Savings Bond,I,3242200401.78,200711,3,2008,1,2007,4,11,30
2007-11-30,Marketable,Bill,4022596000.00,200711,4,2008,1,2007,4,11,30
2007-11-30,Marketable,Bond,21647000.00,200711,5,2008,1,2007,4,11,30
2007-11-30,Marketable,Note,872404000.00,200711,6,2008,1,2007,4,11,30
2007-11-30,Marketable,TIPS,142963000.00,200711,7,2008,1,2007,4,11,30
2007-10-31,Savings Bond,E,8734741.34,200710,1,2008,1,2007,4,10,31
2007-10-31,Savings Bond,EE,508801518.86,200710,2,2008,1,2007,4,10,31
2007-10-31,Savings Bond,I,3228556515.38,200710,3,2008,1,2007,4,10,31
2007-10-31,Marketable,Bill,4218493000.00,200710,4,2008,1,2007,4,10,31
2007-10-31,Marketable,Bond,20702000.00,200710,5,2008,1,2007,4,10,31
2007-10-31,Marketable,Note,864539000.00,200710,6,2008,1,2007,4,10,31
2007-10-31,Marketable,TIPS,145061000.00,200710,7,2008,1,2007,4,10,31
2007-09-30,Savings Bond,E,8911237.41,200709,1,2007,4,2007,3,09,30
2007-09-30,Savings Bond,EE,501065606.44,200709,2,2007,4,2007,3,09,30
2007-09-30,Savings Bond,I,3227772573.08,200709,3,2007,4,2007,3,09,30
2007-09-30,Marketable,Bill,4519710000.00,200709,4,2007,4,2007,3,09,30
2007-09-30,Marketable,Bond,19880000.00,200709,5,2007,4,2007,3,09,30
2007-09-30,Marketable,Note,857100000.00,200709,6,2007,4,2007,3,09,30
2007-09-30,Marketable,TIPS,134758000.00,200709,7,2007,4,2007,3,09,30
2007-08-31,Savings Bond,E,9077947.40,200708,1,2007,4,2007,3,08,31
2007-08-31,Savings Bond,EE,491427605.65,200708,2,2007,4,2007,3,08,31
2007-08-31,Savings Bond,I,3225470400.22,200708,3,2007,4,2007,3,08,31
2007-08-31,Marketable,Bill,4781995000.00,200708,4,2007,4,2007,3,08,31
2007-08-31,Marketable,Bond,19936000.00,200708,5,2007,4,2007,3,08,31
2007-08-31,Marketable,Note,856944000.00,200708,6,2007,4,2007,3,08,31
2007-08-31,Marketable,TIPS,134584000.00,200708,7,2007,4,2007,3,08,31
2007-07-31,Savings Bond,E,9121174.05,200707,1,2007,4,2007,3,07,31
2007-07-31,Savings Bond,EE,481564899.14,200707,2,2007,4,2007,3,07,31
2007-07-31,Savings Bond,I,3227392409.03,200707,3,2007,4,2007,3,07,31
2007-07-31,Marketable,Bill,4606680000.00,200707,4,2007,4,2007,3,07,31
2007-07-31,Marketable,Bond,17539000.00,200707,5,2007,4,2007,3,07,31
2007-07-31,Marketable,Note,838866000.00,200707,6,2007,4,2007,3,07,31
2007-07-31,Marketable,TIPS,132154000.00,200707,7,2007,4,2007,3,07,31
2007-06-30,Savings Bond,E,9139591.59,200706,1,2007,3,2007,2,06,30
2007-06-30,Savings Bond,EE,471059725.84,200706,2,2007,3,2007,2,06,30
2007-06-30,Savings Bond,I,3238971940.65,200706,3,2007,3,2007,2,06,30
2007-06-30,Marketable,Bill,4558913000.00,200706,4,2007,3,2007,2,06,30
2007-06-30,Marketable,Bond,17353000.00,200706,5,2007,3,2007,2,06,30
2007-06-30,Marketable,Note,804851000.00,200706,6,2007,3,2007,2,06,30
2007-06-30,Marketable,TIPS,124829000.00,200706,7,2007,3,2007,2,06,30
2007-05-31,Savings Bond,E,8762345.87,200705,1,2007,3,2007,2,05,31
2007-05-31,Savings Bond,EE,460153123.64,200705,2,2007,3,2007,2,05,31
2007-05-31,Savings Bond,I,3253173302.03,200705,3,2007,3,2007,2,05,31
2007-05-31,Marketable,Bill,4620927000.00,200705,4,2007,3,2007,2,05,31
2007-05-31,Marketable,Bond,17738000.00,200705,5,2007,3,2007,2,05,31
2007-05-31,Marketable,Note,797923000.00,200705,6,2007,3,2007,2,05,31
2007-05-31,Marketable,TIPS,124594000.00,200705,7,2007,3,2007,2,05,31
2007-04-30,Savings Bond,E,8828291.52,200704,1,2007,3,2007,2,04,30
2007-04-30,Savings Bond,EE,451404834.47,200704,2,2007,3,2007,2,04,30
2007-04-30,Savings Bond,I,3283525520.19,200704,3,2007,3,2007,2,04,30
2007-04-30,Marketable,Bill,4630379000.00,200704,4,2007,3,2007,2,04,30
2007-04-30,Marketable,Bond,16918000.00,200704,5,2007,3,2007,2,04,30
2007-04-30,Marketable,Note,773693000.00,200704,6,2007,3,2007,2,04,30
2007-04-30,Marketable,TIPS,123741000.00,200704,7,2007,3,2007,2,04,30
2007-03-31,Savings Bond,E,8528913.38,200703,1,2007,2,2007,1,03,31
2007-03-31,Savings Bond,EE,439772485.01,200703,2,2007,2,2007,1,03,31
